"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","임산부정원수","영유아정원수","임산부실면적","영유아실면적","모유수유실면적","급식시설면적","세탁실면적","목욕실면적","조리원화장실면적","사무실면적","간호사수","간호조무사수","영양사수","취사부수","미화원수","기타인원수","건물층수","지상층수","지하층수",
"269","산후조리업","01_01_04_P","3860000","PHMB120063860246042100003","2006-07-01","","03","폐업","03","폐업","2013-10-04","","","","","","420-020","경기도 부천시 중동 1159-5번지 부광프라자 4층","경기도 부천시 석천로170번길 19 (중동,부광프라자 4층)","","사임당 산후조리원","2013-10-04 15:57:35","I","2018-08-31 23:59:59","","179058.809294507","444520.052772957","12","12","","","","","","","","","","","","","","","","","",
"270","산후조리업","01_01_04_P","3860000","PHMB120063860247042100001","2006-12-08","","03","폐업","03","폐업","2019-11-21","","","","661-0050","","422-825","경기도 부천시 심곡본동 588번지","경기도 부천시 경인로 190  (심곡본동)","","편안한산후조리원","2020-07-13 17:01:18","U","2020-07-15 02:40:00","","180179.04605575","442385.85182858","14","14","205.5","30","13","49.6","18","","","","2","7","1","3","1","1","15","3","",
"271","산후조리업","01_01_04_P","3860000","PHMB120063860247042100002","2006-12-08","","03","폐업","03","폐업","2017-12-29","","","","347-3530","","422-803","경기도 부천시 괴안동 111-46번지","경기도 부천시 경인로 475  (괴안동)","","미즈아이산후조리원","2018-01-04 13:44:13","I","2018-08-31 23:59:59","","182981.890575644","442347.94651821","13","7","122.7","12.5","3.9","24","61.7","","","","2","5","0","2","1","","4","4","",
"272","산후조리업","01_01_04_P","3940000","PHMB120143940139042100002","2014-09-26","","03","폐업","03","폐업","2020-12-30","","","","","","410-837","경기도 고양시 일산동구 장항동 864번지 메트로골드빌딩,층8 9층","경기도 고양시 일산동구 중앙로1261번길 61 (장항동, 메트로골드빌딩 8층, 9층)","10402","주)허스토리산후조리원","2020-12-30 16:28:36","U","2021-01-01 02:40:00","","179657.839433967","461692.079607674","16","17","598.38","60.05","61.59","107.44","26.27","0","12.29","28.62","6","11","","3","2","2","13","10","3",
"273","산후조리업","01_01_04_P","3940000","PHMB120173940139042100001","2017-07-14","","03","폐업","03","폐업","2021-04-15","","","","031-922-8200","","","경기도 고양시 일산동구 정발산동 1204번지 3호 2~3층","경기도 고양시 일산동구 일산로 433, 2~3층 (정발산동)","10359","더 아마레 산후조리원","2021-04-14 14:22:49","U","2021-04-16 02:40:00","","180374.915152313","463404.229863339","14","14","261.57","38.4","","15","8","","","6","2","5","","1","1","","2","2","",
"274","산후조리업","01_01_04_P","3940000","PHMB120133940139042100001","2013-02-01","","03","폐업","03","폐업","2014-12-15","","","","031-902-2227","","","","경기도 고양시 일산동구 중앙로1261번길 61, 장항동 8층 (장항동, 메트로골드)","410-837","허스토리산후조리원","2016-06-01 14:59:16","I","2018-08-31 23:59:59","","179657.839433967","461692.079607674","13","13","304.75","30.92","7.99","50.41","15.45","42.9","0","12.17","3","6","","1","1","","13","10","3",
"275","산후조리업","01_01_04_P","3940000","PHMB120063940139042100002","2006-12-13","","03","폐업","03","폐업","2018-10-19","","","","031-921-1515","","","경기도 고양시 일산동구 정발산동 1204번지 1호 4층","경기도 고양시 일산동구 일산로 439, 4층 (정발산동, 동원산부인과)","10359","동원산후조리원","2018-10-19 17:53:29","U","2018-10-21 02:35:50","","180337.931431532","463424.391193876","12","12","250","31.28","15.05","","7","","","","4","17","","","","3","7","5","2",
"276","산후조리업","01_01_04_P","3940000","PHMB120063940139042100003","2006-12-13","","03","폐업","03","폐업","2016-02-12","","","","031-900-2080","","","","경기도 고양시 일산동구 장백로 172, 장항동 (장항동)","10414","일산제일산후조리원","2016-06-01 14:57:45","I","2018-08-31 23:59:59","","180319.354423302","460899.055565635","14","14","308.4","29","11.9","47.7","","","","12.7","4","10","","5","1","1","10","7","3",
"277","산후조리업","01_01_04_P","3940000","PHMB120063940139042100004","2006-12-15","","03","폐업","03","폐업","2014-07-29","","","","031-901-4000","","410-360","경기도 고양시일산동구 백석동 1334번지 그레이스병원 5층","경기도 고양시 일산동구 중앙로 1073 (백석동,그레이스병원 5층)","","백석산후조리원","2014-07-29 15:22:34","I","2018-08-31 23:59:59","","180964.807342093","460286.950892145","10","10","155.4","28.86","6.03","","","6.82","28.08","12.06","3","4","","","","","5","5","",
"278","산후조리업","01_01_04_P","3940000","PHMB120073940139042100001","2007-02-01","","03","폐업","03","폐업","2016-10-07","","","","031-916-5456","","","경기도 고양시 일산동구 정발산동 1204번지 일성조합상가 2층","경기도 고양시 일산동구 일산로441번길 441 (정발산동)","10359","엄마랑아가랑산후조리원","2016-10-17 14:34:04","I","2018-08-31 23:59:59","","180319.308439871","463434.812150162","9","9","69.59","16.32","6.83","14.31","6","4.8","12","6.8","3","1","","1","1","","7","5","2",
"279","산후조리업","01_01_04_P","3940000","PHMB120063940140042100001","2006-12-14","","03","폐업","03","폐업","2013-06-26","","","","031-924-5600","","411-410","경기도 고양시일산서구 대화동 2202번지 1호","경기도 고양시 일산서구 강성로 247 (대화동)","411-805","로얄엠앤비산후조리원","2013-06-26 11:15:59","I","2018-08-31 23:59:59","","177826.067537284","463775.300359128","20","20","","","","","","","","","","","","","","","0","","",
"280","산후조리업","01_01_04_P","3940000","PHMB120063940138042100001","2006-12-12","","03","폐업","03","폐업","2008-06-30","","","","979-5220","","412-220","경기도 고양시덕양구 행신동 995번지 2호 비금빌딩5층","경기도 고양시 덕양구 중앙로 547 (행신동,비금빌딩5층)","","엠앤비산후조리원화정","2008-12-16 17:20:07","I","2018-08-31 23:59:59","","185451.015782458","457836.844102306","20","20","133","22.95","34.77","37.85","1.8","6.64","10","5.26","","","","","","","","","",
"281","산후조리업","01_01_04_P","3940000","PHMB120083940138042100001","2008-12-18","","03","폐업","03","폐업","2019-06-22","","","","813-3000","","","경기도 고양시 덕양구 화정동 1148번지 4호","경기도 고양시 덕양구 중앙로 620 (화정동, 봄산부인과)","10503","봄 산후조리원","2019-06-21 10:33:56","U","2019-06-23 02:40:00","","184918.58157136","458331.270776121","20","20","375.8","38.7","18.1","123.67","","16.3","27","8","9","3","","","","1","2","2","0",
"282","산후조리업","01_01_04_P","3940000","PHMB120073940138042100001","2007-08-17","","03","폐업","03","폐업","2019-03-01","2018-12-31","2019-02-28","","979-5220","","","경기도 고양시 덕양구 행신동 950번지 2호 현대프라자5층","경기도 고양시 덕양구 중앙로 548, 5층층 (행신동, 현대프라자)","10495","(주)결한방산후조리원덕양","2019-02-28 16:08:34","U","2019-03-02 02:40:00","","185499.976926367","457896.154444484","12","12","127.06","36.09","9.02","23.14","","7.01","","6.11","","","","","","","0","","",
"283","산후조리업","01_01_04_P","3940000","PHMB120103940138042100001","2010-07-19","","03","폐업","03","폐업","2015-05-19","","","","","","412-800","경기도 고양시 덕양구 고양동 162번지 화인빌딩4층","경기도 고양시 덕양구 혜음로 162, 4층 (고양동, 화인빌딩)","412-800","해바라기산후조리원","2015-05-19 17:00:36","I","2018-08-31 23:59:59","","191332.678957446","467000.835476001","5","5","85.3","12.5","3.6","26.37","10.12","","","11.9","1","3","","1","1","1","4","4","",
"284","산후조리업","01_01_04_P","3940000","PHMB120073940140042100002","2007-07-10","","03","폐업","03","폐업","2021-11-01","","","","031-924-5800","","411-805","경기도 고양시 일산서구 대화동 2222번지 3호","경기도 고양시 일산서구 중앙로 1559 (대화동)","411-805","베니에 산후조리원","2021-11-01 16:44:06","U","2021-11-03 02:40:00","","177718.498228631","463699.196399122","18","18","0","35.95","0","0","0","0","0","0","4","6","0","2","0","1","6","0","0",
"285","산후조리업","01_01_04_P","3940000","PHMB120123940138042100001","2012-01-09","","03","폐업","03","폐업","2014-06-23","","","","031-930-5000","","412-221","경기도 고양시 덕양구 행신1동 1081번지 1호","경기도 고양시 덕양구 행신로 268 (행신동)","412-220","애담산후조리원","2014-06-23 17:39:24","I","2018-08-31 23:59:59","","186226.57990149","457414.511376753","7","7","87.7","16.9","8.15","","","","","","3","","","2","2","1","9","7","2",
"286","산후조리업","01_01_04_P","4020000","PHMB120094020028042100001","2009-10-13","","03","폐업","03","폐업","2017-08-22","","","","031-393-8043","","435-045","경기도 군포시 광정동 1140번지 2호 산수빌딩 701,702호","경기도 군포시 산본로323번길 24 (산본동)","15865","모젤산후조리원","2018-08-31 10:02:18","I","2018-08-31 23:59:59","","193849.86882673","428515.752830069","12","12","105.08","27.22","4","15.12","6.24","7.28","5.29","7","3","6","","2","1","","7","","",
"287","산후조리업","01_01_04_P","4020000","PHMB120064020028042100003","2006-12-08","","03","폐업","03","폐업","2019-08-31","2019-08-18","2019-09-08","","","","435-045","경기도 군포시 광정동 1094-1 신호프라자 3층","경기도 산본로386번길 5-7, 3층 (신호프라자)","15818","사임당산후조리원","2019-10-01 11:32:49","U","2019-10-03 02:40:00","","193744.224976355","429227.957752569","11","11","","","","","","","","","3","5","","2","1","0","","","",
"288","산후조리업","01_01_04_P","3900000","PHMB120123900028042100001","2012-01-09","","03","폐업","03","폐업","2019-07-01","2017-02-18","2017-02-27","","02-6218-1010","","423-051","경기도 광명시 소하1동 1339번지 1호","경기도 광명시 소하로 81, 7층 (소하동)","14316","(주)와이케이 동그라미산후조리원 광명점","2019-07-04 16:24:14","U","2019-07-06 02:40:00","","189667.929437508","438395.227852369","14","14","247","25","7","41","","7","7","20","2","6","","","","","0","","",
"289","산후조리업","01_01_04_P","3900000","PHMB120163900028042100001","2016-09-09","","03","폐업","03","폐업","2018-04-19","","","","02-6267-2228","","","경기도 광명시 광명동 158번지 776호","경기도 광명시 광명로 878 (광명동)","14267","(주)결 한방산후조리원 광명점","2018-04-20 15:07:28","I","2018-08-31 23:59:59","","186989.432988729","441695.860820773","17","20","405","53","20","26","16","33","63","23","2","3","","1","1","1","5","4","1",
"290","산후조리업","01_01_04_P","3900000","PHMB120063900028042100001","2006-12-14","","03","폐업","03","폐업","2008-12-15","","","","898-1236","","423-825","경기도 광명시 소하동 923번지 9호 , 2~4층","경기도 광명시 오리로381번길 3 (소하동,, 2~4층)","","장미산후조리원","2008-12-16 10:55:37","I","2018-08-31 23:59:59","","189230.513152775","437148.023830548","15","15","13","45.92","45.92","23","12","5.5","4.2","13","2","6","","2","2","","","","",
"291","산후조리업","01_01_04_P","3900000","PHMB120063900028042100002","2006-12-08","","03","폐업","03","폐업","2008-12-29","","","","2611-7995","","423-836","경기도 광명시 철산동 495번지 12호 4층","경기도 광명시 오리로 853 (철산동,4층)","","광명모아산후조리원","2008-12-30 10:17:42","I","2018-08-31 23:59:59","","188130.395313953","441376.699996602","15","15","167.4","26.24","7.44","20.8","9","7.5","16.8","7.44","2","4","","2","1","1","","","",
"292","산후조리업","01_01_04_P","3900000","PHMB120103900028042100001","2010-05-14","","03","폐업","03","폐업","2015-03-31","","","","02-2066-3548","","423-807","경기도 광명시 광명3동 158번지 189호 , 솔목타워 9층.","경기도 광명시 오리로 986 (광명동, 솔목타워 9층)","423-807","광명산후조리원","2015-03-31 16:15:52","I","2018-08-31 23:59:59","","187004.30686179","441973.852274796","11","11","111.72","24.59","17","24.1","4.85","21.87","4.85","4.4","2","5","","2","1","","0","","",
"293","산후조리업","01_01_04_P","3900000","PHMB120103900028042100002","2010-10-29","","03","폐업","03","폐업","2015-02-26","2013-05-15","2014-05-14","","02-898-7338","","423-051","경기도 광명시 소하1동 1341번지 2호 , 제일프라자빌딩 5층.","경기도 광명시 소하로 86 (소하동, 제일프라자빌딩 5층)","423-051","호수산후조리원소하점","2015-04-09 09:48:32","I","2018-08-31 23:59:59","","189608.367508215","438352.792498917","16","16","392","20.3","4.16","40","12","40","66.56","28","3","5","","2","2","1","0","","",
"294","산후조리업","01_01_04_P","3900000","PHMB120033900028042100001","2003-11-01","","03","폐업","03","폐업","2010-05-03","","","","2684-1948","","423-807","경기도 광명시 광명동 158번지 189호 9층","경기도 광명시 오리로 986 (광명동,9층)","","메디칼 산후조리원","2010-05-03 15:22:22","I","2018-08-31 23:59:59","","187004.30686179","441973.852274796","7","7","216.95","12.87","9.9","31.35","7.2","4.14","7.36","44.73","2","5","","1","1","","","","",
"295","산후조리업","01_01_04_P","3900000","PHMB120063900028042100003","2006-12-27","","03","폐업","03","폐업","2013-10-01","","","","02-806-4555","","423-849","경기도 광명시 하안3동 53번지 4호 , 8층.","경기도 광명시 범안로 1062 (하안동, 천일빌딩 8층)","423-849","호수산후조리원","2013-10-01 15:38:44","I","2018-08-31 23:59:59","","189378.841481075","440070.694949298","9","9","133","15.66","","17","","","7","5.9","4","3","","2","1","1","","","",
"296","산후조리업","01_01_04_P","3900000","PHMB120073900028042100001","2007-07-23","","03","폐업","03","폐업","2016-11-17","2016-08-04","2017-08-04","","02-2682-3575","","423-816","경기도 광명시 광명6동 346번지 46호 , 9층.","경기도 광명시 광명로 823 (광명동, 현대타운 9층)","14294","푸르맘산후조리원","2016-11-17 16:03:12","I","2018-08-31 23:59:59","","186748.908848409","441208.545504244","14","15","97.2","25","6","19.4","4.1","","1.82","","2","6","","2","2","","0","","",
"297","산후조리업","01_01_04_P","3860000","PHMB120123860272042100002","2012-06-07","","03","폐업","03","폐업","2017-02-16","","","","","","","","경기도 부천시 상일로 86 (상동, 두원프라자)","14598","서울여성산후조리원(송내점)","2017-02-16 14:15:02","I","2018-08-31 23:59:59","","177987.319260479","443263.66804096","21","21","429.66","44.17","14.22","25.8","6.21","","","14.01","3","9","1","3","2","","","5","",
"298","산후조리업","01_01_04_P","3860000","PHMB120123860273042100001","2012-05-08","","03","폐업","03","폐업","2016-10-26","2016-04-01","2016-10-31","","","","422-820","경기도 부천시 송내동 449-14번지 전체 3층 중 1~2층","경기도 부천시 성주로68번길 32 (송내동)","14744","더 보솜 산후조리원","2016-10-26 11:04:37","I","2018-08-31 23:59:59","","179030.352035488","441857.382026615","10","10","163.09","18.27","","13.64","0","0","0","9.64","2","3","0","1","1","","2","2","",
